State,School,Teacher,Gender,Ethnicity.1,Grade,PRE_RI_Q1,PRE_RI_Q2,PRE_RI_Q3,PRE_RI_Q4,PRE_RI_Q5,PRE_RI_Q6,PRE_RI_Q7,PRE_RI_Q8,PRE_RI_Q9,PRE_RI_Q10,PRE_RI_Q11,PRE_RI_Q12,PRE_RI_Q13,PRE_RI_Q14,PRE_RI_Q15,PRE_RI_Q16,PRE_RI_Q17,PRE_RI_Q18,PRE_RI_Q19,PRE_RI_Q20,PRE_RI_Q21,PRE_RI_Q22,PRE_RI_Q23,PRE_RI_Q24,PRE_RI_Q25,PRE_RI_Q26,POST_RI_Q1,POST_RI_Q2,POST_RI_Q3,POST_RI_Q4,POST_RI_Q5,POST_RI_Q6,POST_RI_Q7,POST_RI_Q8,POST_RI_Q9,POST_RI_Q10,POST_RI_Q11,POST_RI_Q12,POST_RI_Q13,POST_RI_Q14,POST_RI_Q15,POST_RI_Q16,POST_RI_Q17,POST_RI_Q18,POST_RI_Q19,POST_RI_Q20,POST_RI_Q21,POST_RI_Q22,POST_RI_Q23,POST_RI_Q24,POST_RI_Q25,POST_RI_Q26,PRE_CS_Q1,PRE_CS_Q2,PRE_CS_Q3,PRE_CS_Q4,PRE_CS_Q5,PRE_CS_Q7,PRE_CS_Q8,PRE_CS_Q10,PRE_CS_Q11,PRE_CS_Q13,PRE_CS_Q14,PRE_CS_Q15,PRE_CS_Q16,PRE_CS_Q17,PRE_CS_Q18,POST_CS_Q1,POST_CS_Q2,POST_CS_Q3,POST_CS_Q4,POST_CS_Q5,POST_CS_Q6,POST_CS_Q7,POST_CS_Q8,POST_CS_Q9,POST_CS_Q10,POST_CS_Q11,POST_CS_Q12,POST_CS_Q13,POST_CS_Q14,POST_CS_Q15,POST_CS_Q16,POST_CS_Q17,POST_CS_Q18,PRE_CS_Q6,PRE_CS_Q9,PRE_CS_Q12
1,1,3,1,6,3,1,2,3,3,2,2,2,2,1,1,3,3,3,2,3,2,3,2,3,1,1,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1,3,2,3,1,1,2,2,2,3,1,1,1,4,1,4,4,1,1,3.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,4,1,3,4,1,1,2,3,1,3.0,1.0,2,3.0,1.0,4.0,2.0,3.0,2.0,1.0,2.0,3.0
1,1,3,2,6,3,2,1,3,3,3,2,2,2,3,3,2,3,2,1,1,2,2,3,1,1,1,2,3,2,1,2,3,1,3,2,3,3,2,3,2,2,2,2,1,1,2,2,3,2,1,2,1,3,3,1,1,1,2,2,1,1,1,3,3.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,2,2,4,1,1,"1,2,3",2,1,"1,2",2.0,2.0,3,1.0,1.0,3.0,2.0,3.0,2.0,"1.0,3.0",2.0,2.0
1,1,3,1,4,3,2,1,1,2,2,1,2,3,3,1,2,2,3,2,2,2,1,3,2,1,1,1,1,2,2,2,1,2,2,2,1,1,2,2,3,1,2,2,2,3,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,4,1,2,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2,2,3,4,1,1,2,3,1,2.0,1.0,3,1.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,"2.0,3.0"
1,1,3,1,3,3,2,1,2,3,3,2,2,3,2,1,2,2,2,2,1,2,2,1,1,2,1,1,3,2,1,2,2,2,2,3,3,2,2,2,1,1,2,2,3,2,1,2,2,1,1,1,2,1,3,2,1,2,2,2,3,4,1,2,4.0,4.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,2,2,3,4,1,1,2,4,"1,4",2.0,1.0,"2,3",3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,"2.0,3.0"
1,1,3,2,6,3,2,1,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,1,3,2,3,1,2,1,1,3,1,1,1,1,2,1,3,4,1,2,1.0,3.0,1.0,3.0,1.0,2.0,2.0,4.0,2.0,4,2,3,4,1,1,2,4,"1,3",2.0,1.0,"2,3",3.0,4.0,2.0,2.0,2.0,2.0,1.0,4.0,"2.0,3.0"
1,1,3,1,6,3,1,1,3,3,3,3,2,3,2,2,2,2,3,3,3,3,3,1,3,3,1,3,3,1,1,2,1,1,3,3,3,3,2,3,3,3,2,2,1,1,3,1,3,1,1,1,1,1,1,1,1,1,2,2,3,1,1,2,4.0,3.0,1.0,3.0,4.0,1.0,1.0,4.0,4.0,2,2,4,4,1,1,2,4,3,3.0,1.0,"2,3",3.0,3.0,1.0,1.0,3.0,1.0,1.0,"1.0,4.0","2.0,4.0"
1,1,3,1,9,3,2,1,2,3,3,3,2,2,2,2,2,2,2,3,3,1,1,2,1,1,1,1,2,1,1,1,2,1,2,2,3,3,2,3,3,2,2,2,3,2,3,1,2,2,1,1,1,2,3,2,1,1,2,2,3,4,1,2,4.0,3.0,1.0,3.0,4.0,1.0,2.0,4.0,4.0,2,2,3,4,1,1,2,4,"2,3",3.0,1.0,"2,3",1.0,1.0,1.0,1.0,3.0,2.0,1.0,"1.0,4.0","2.0,4.0"
1,1,3,2,6,3,2,2,2,3,3,3,3,3,3,1,2,3,1,1,3,1,1,1,1,2,1,1,2,1,1,1,2,1,2,3,3,1,3,3,3,2,2,3,1,1,2,1,2,1,1,2,1,1,3,2,1,2,2,2,3,4,1,1,4.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,2.0,2,2,3,4,1,1,2,4,"2,3",2.0,1.0,3,3.0,3.0,1.0,2.0,3.0,2.0,1.0,"3.0,4.0","2.0,4.0"
1,1,3,1,6,3,1,2,3,3,2,1,2,3,3,3,2,2,1,1,1,2,3,1,1,2,1,2,2,1,1,2,3,3,3,3,2,1,2,1,2,3,2,2,1,2,1,3,2,1,1,3,3,3,3,3,3,3,2,2,4,2,1,2,1.0,1.0,4.0,3.0,2.0,2.0,1.0,3.0,2.0,2,1,3,2,1,1,2,3,1,3.0,3.0,4,2.0,4.0,3.0,1.0,1.0,1.0,"1.0,4.0","1.0,3.0","1.0,4.0"
1,1,3,1,4,3,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2,1,3,2,2,2,3,1,1,1,2,1,1,1,4,2,3,4,1,2,3.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,2,2,3,4,1,1,2,1,1,4.0,1.0,3,3.0,3.0,1.0,2.0,4.0,4.0,1.0,2.0,2.0
1,1,3,2,4,3,1,1,2,3,2,1,3,2,3,2,3,3,1,1,3,3,3,2,1,1,1,1,1,1,1,1,2,1,2,3,2,1,2,3,2,2,3,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,3,4,1,2,4.0,1.0,1.0,3.0,2.0,4.0,4.0,3.0,2.0,2,2,3,4,1,1,2,4,"1,4",2.0,1.0,"2,3",3.0,2.0,1.0,2.0,3.0,2.0,1.0,"1.0,4.0","2.0,3.0"
1,1,3,2,3,3,1,2,3,3,3,2,3,3,3,2,2,2,2,1,3,3,2,2,1,3,1,3,3,2,2,3,1,1,3,3,2,3,2,2,3,2,2,2,2,1,3,2,2,1,1,3,1,3,3,1,1,2,2,4,3,4,1,2,4.0,2.0,2.0,3.0,4.0,4.0,3.0,1.0,4.0,2,2,3,4,1,1,2,4,1,2.0,1.0,"2,3",3.0,4.0,1.0,2.0,2.0,2.0,1.0,3.0,"2.0,3.0"
1,1,3,2,2,3,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,3,2,1,1,1,1,3,2,1,1,1,2,2,3,3,1,1,3.0,2.0,4.0,3.0,2.0,4.0,4.0,1.0,3.0,4,1,4,2,1,"1,2,3,4",1,3,"2,3",3.0,1.0,2,4.0,1.0,3.0,3.0,3.0,4.0,"1.0,3.0,4.0","1.0,2.0","3.0,4.0"
1,1,3,2,6,3,3,1,3,3,3,3,1,3,2,2,2,3,1,1,1,3,1,1,1,2,1,2,3,3,2,2,3,1,3,3,3,3,1,3,3,2,1,1,3,1,3,3,2,2,1,3,3,2,3,3,3,1,2,2,3,4,1,2,4.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,2,2,3,4,1,1,2,4,1,2.0,1.0,3,3.0,3.0,1.0,2.0,3.0,1.0,"1.0,4.0",1.0,2.0
1,1,3,2,6,3,2,1,3,3,3,3,2,2,2,2,2,2,3,1,3,3,2,2,1,3,1,3,2,2,2,3,3,3,3,3,3,1,2,3,3,3,2,2,3,1,1,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,1,2,4.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,2,2,3,4,1,1,2,4,3,2.0,4.0,"3,4",4.0,3.0,1.0,2.0,4.0,3.0,1.0,2.0,2.0
1,1,3,2,3,3,1,2,3,3,3,3,2,3,3,2,2,3,3,2,3,2,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,2,3,3,2,2,3,3,3,2,4,2,3,4,1,2,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2,2,1,4,2,"1,3",2,4,3,3.0,3.0,"3,4",3.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,"1.0,3.0"
1,1,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,1,1,3,3,1,3,3,3,3,3,3,2,3,3,3,1,1,2,3,2,2,2,1,1,1,3,1,1,1,3,1,1,3,2,1,3,2,4,1,3,2,3,4.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,1.0,4,1,3,4,1,"1,3",2,4,4,3.0,4.0,3,3.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0
1,1,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,2,1,4,3,1,1,3.0,3.0,2.0,1.0,2.0,1.0,2.0,4.0,4.0,2,4,4,3,1,3,3,2,2,3.0,3.0,"1,2",1.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0
1,1,3,2,6,3,2,2,1,3,2,3,2,2,2,2,3,2,2,2,3,2,3,3,3,1,1,1,3,1,1,3,2,1,2,3,2,3,2,2,1,2,2,2,1,2,3,1,2,1,2,1,1,1,1,1,1,2,2,1,3,3,1,2,3.0,2.0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,2,4,4,2,3,1,2,3,4,2.0,3.0,"2,3",2.0,3.0,2.0,2.0,1.0,3.0,3.0,"1.0,2.0",2.0
1,1,3,1,8,3,3,3,3,3,3,3,2,2,3,3,2,2,3,1,1,3,3,3,1,3,1,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,2,3,1,3,3,3,3,1,3,3,3,3,3,3,3,2,2,4,1,1,2,2.0,2.0,1.0,4.0,1.0,3.0,2.0,3.0,3.0,2,2,3,3,1,1,2,4,1,3.0,1.0,4,3.0,4.0,3.0,4.0,2.0,3.0,"2.0,3.0",1.0,3.0
1,1,3,1,4,3,3,1,3,3,3,2,3,3,3,2,3,3,2,2,3,2,2,2,1,3,1,2,3,3,2,2,3,2,3,3,3,2,1,1,3,3,3,3,2,3,1,3,2,1,1,3,1,2,3,3,2,2,2,2,3,4,3,2,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2,2,3,4,1,1,2,1,1,2.0,1.0,"1,2,3",3.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,4.0
1,1,3,1,6,3,1,3,3,3,3,2,3,3,3,2,2,3,1,2,3,3,3,3,3,3,3,1,2,2,2,2,2,1,3,3,3,2,2,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,2,2,3.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,2,2,1,2,1,1,2,3,"2,3",3.0,2.0,"1,4",3.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,1.0
1,1,3,1,4,3,2,1,2,2,3,1,2,3,1,2,3,3,3,1,3,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,1,1,3,3,2,1,1,1,1,1,1,1,1,1,2,2,3,4,1,2,4.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2,2,3,4,1,1,2,4,"1,4",2.0,1.0,"2,3",3.0,2.0,1.0,2.0,2.0,2.0,1.0,"1.0,4.0","2.0,3.0"
1,1,3,1,6,3,1,2,3,2,2,1,3,2,2,1,2,2,2,2,1,1,2,2,2,1,1,1,3,2,2,1,1,2,1,3,1,1,2,2,1,1,2,2,2,1,1,2,1,1,2,1,2,1,2,1,1,1,4,3,4,4,1,2,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,2,3,4,1,1,2,3,4,3.0,1.0,1,3.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0
1,1,3,1,6,3,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,1,1,2,1,2,1,1,1,1,2,2,2,2,1,2,1,1,2,2,1,2,2,1,2,1,1,2,1,2,1,2,2,1,1,1,2,2,1,1,1,1,4.0,2.0,1.0,2.0,4.0,3.0,1.0,3.0,3.0,2,2,1,1,2,3,1,3,"1,4",1.0,1.0,3,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0
1,1,3,2,7,3,1,1,1,2,1,3,1,2,1,1,3,2,1,1,3,2,1,1,3,1,1,3,1,1,1,2,2,1,3,3,2,3,2,1,1,2,3,1,3,1,2,2,1,3,1,3,1,1,3,1,3,3,2,2,3,1,4,2,1.0,1.0,1.0,2.0,4.0,4.0,3.0,4.0,2.0,2,2,3,4,1,"3,4",2,4,"1,3",2.0,1.0,"1,3",3.0,2.0,4.0,2.0,2.0,4.0,"1.0,4.0",1.0,"1.0,4.0"
1,1,3,1,6,3,2,1,1,2,1,1,2,2,2,1,2,2,3,1,3,1,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,1,2,2,2,1,3,1,2,1,1,1,1,1,1,1,1,2,2,2,3,4,1,2,4.0,3.0,1.0,3.0,3.0,1.0,2.0,3.0,2.0,2,2,3,4,1,1,2,3,"2,3",3.0,1.0,"2,3",3.0,3.0,2.0,2.0,4.0,2.0,1.0,"1.0,4.0","2.0,4.0"
1,1,3,2,4,3,1,1,3,3,3,1,2,2,2,1,2,2,2,1,1,1,1,1,1,2,1,1,3,1,2,1,2,1,3,3,2,1,2,2,2,1,2,2,2,2,3,2,2,1,1,3,1,3,3,2,1,1,4,1,4,2,3,2,1.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,4,1,3,1,4,"2,3,4",2,2,2,3.0,2.0,"2,3",1.0,3.0,4.0,2.0,2.0,3.0,"3.0,4.0","1.0,2.0",1.0
1,1,3,2,3,3,3,3,3,3,3,3,2,3,2,2,3,3,2,1,2,3,2,2,1,3,1,3,3,2,2,1,3,3,3,3,3,3,1,3,2,2,2,2,1,1,3,1,2,1,1,3,1,1,3,3,3,1,2,2,3,4,1,2,4.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,2,2,3,4,1,1,2,4,4,2.0,1.0,2,3.0,3.0,4.0,3.0,2.0,1.0,1.0,"1.0,4.0","2.0,3.0"
1,1,3,2,1,3,2,1,3,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,3,1,1,1,1,2,1,1,2,1,1,1,2,2,3,4,1,2,4.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,2,2,3,4,1,1,2,4,4,2.0,1.0,"2,3",3.0,3.0,1.0,2.0,3.0,2.0,1.0,"1.0,4.0","2.0,3.0"
1,1,3,1,6,3,1,1,2,2,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,4,1,2,4.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,2,1,3,2,1,1,2,1,1,2.0,1.0,"2,3",3.0,4.0,1.0,1.0,3.0,2.0,"1.0,2.0,4.0","1.0,4.0","2.0,4.0"
1,1,3,1,4,3,2,1,3,3,3,3,2,2,3,3,2,2,2,1,3,3,2,2,1,3,1,2,3,3,2,3,2,2,3,3,3,2,2,1,3,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,4,1,2,1.0,1.0,1.0,3.0,2.0,3.0,4.0,3.0,2.0,2,2,3,4,1,1,2,3,"1,4",2.0,1.0,3,3.0,3.0,1.0,2.0,2.0,1.0,"1.0,3.0",3.0,"2.0,3.0"
1,1,3,2,6,3,3,1,2,3,3,1,2,3,3,1,2,2,3,2,3,3,1,2,1,3,3,2,3,2,2,2,3,1,3,3,3,2,2,2,2,1,2,2,1,1,1,3,1,2,1,1,1,3,3,2,1,3,2,2,3,4,1,2,3.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,2,2,2,1,1,1,2,4,4,2.0,1.0,"1,4",1.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,4.0
1,1,3,1,1,3,1,2,3,3,3,3,2,2,2,2,2,2,3,1,1,3,1,2,2,3,1,1,3,1,1,1,2,1,3,3,3,2,2,3,3,3,2,2,1,1,1,2,2,1,1,3,1,1,3,1,1,1,2,2,1,4,1,1,4.0,4.0,2.0,3.0,2.0,1.0,2.0,4.0,4.0,2,2,1,4,1,1,2,2,1,4.0,1.0,"2,3",3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,"2.0,4.0"
1,1,3,1,6,3,2,2,3,2,3,3,2,2,2,2,2,2,2,1,1,1,2,2,1,2,1,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,1,2,1,1,1,2,2,1,2,2,3,4,1,2,4.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2,2,3,4,1,"1,3,4",2,4,"1,4",2.0,1.0,"2,3",3.0,2.0,1.0,2.0,2.0,2.0,"1.0,3.0","1.0,4.0","2.0,3.0"
1,1,3,2,4,3,2,1,2,2,1,2,2,2,3,1,1,1,1,1,3,2,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,2,1,1,3,2,1,2,2,1,3,1,1,1,1,1,1,2,2,1,1,1,2,2,3,4,1,3,4.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,2,3,3,4,1,1,2,3,3,2.0,1.0,1,3.0,2.0,1.0,2.0,3.0,2.0,"1.0,3.0","1.0,4.0","2.0,3.0"
1,1,4,1,6,1,2,1,2,3,2,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2,2,2,3,2,1,2,1,2,2,1,2,1,1,1,1,2,2,1,1,1,3,3,1,1,1,2,2,3,1,1,2,4.0,1.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,2,2,3,3,1,1,2,4,"2,3",2.0,2.0,"3,4",3.0,3.0,3.0,4.0,2.0,2.0,2.0,"2.0,3.0","3.0,4.0"
1,1,4,1,1,1,2,1,2,2,3,3,2,3,2,2,2,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,2,2,3,3,3,2,1,1,1,2,2,2,1,1,1,1,3,1,1,1,1,3,3,1,1,1,2,4,3,2,1,2,1.0,2.0,1.0,4.0,3.0,1.0,3.0,3.0,2.0,4,2,3,3,1,"1,2",2,1,3,2.0,2.0,"3,4",3.0,2.0,3.0,4.0,4.0,2.0,"1.0,3.0,4.0","2.0,4.0","2.0,4.0"
1,1,4,1,6,1,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,3,3,2,2,2,3,2,3,3,2,3,3,3,2,2,2,2,2,3,3,3,3,3,2,3,3,2,2,2,2,2,3,2,4,3,3,3,2.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,1.0,2,2,4,4,2,1,3,2,4,3.0,1.0,"3,4",3.0,2.0,3.0,4.0,3.0,4.0,"1.0,2.0,3.0,4.0","2.0,4.0","2.0,4.0"
1,1,4,1,9,1,3,3,3,3,3,3,3,1,2,2,2,3,3,3,2,3,3,2,2,1,1,1,3,2,2,3,2,2,3,3,3,3,2,1,3,2,3,3,2,3,3,2,3,3,3,2,2,3,3,2,2,3,2,1,3,4,2,2,1.0,4.0,1.0,3.0,3.0,3.0,1.0,4.0,4.0,2,2,3,4,2,"1,4",2,1,"3,4",4.0,3.0,3,1.0,4.0,1.0,4.0,3.0,4.0,"3.0,4.0",2.0,"1.0,2.0,3.0"
1,1,4,2,2,1,3,1,3,3,3,3,3,3,3,1,1,3,3,1,3,1,1,1,1,1,3,3,1,1,1,3,3,2,3,3,3,2,1,3,1,1,2,2,1,1,3,2,2,1,1,3,3,3,3,3,3,2,2,2,3,4,1,2,2.0,1.0,1.0,2.0,,,,,,2,2,3,4,1,1,2,3,1,1.0,1.0,4,3.0,2.0,3.0,1.0,,,"1.0,4.0",1.0,"2.0,3.0"
1,1,4,2,6,1,1,3,3,2,2,1,2,1,2,3,3,1,2,1,2,1,1,2,1,2,1,2,1,1,1,1,3,1,3,2,1,2,1,1,1,2,1,1,3,1,1,1,2,1,1,1,1,2,2,1,1,1,4,2,4,2,1,2,4.0,1.0,4.0,2.0,3.0,1.0,4.0,2.0,2.0,2,4,3,4,1,1,2,2,"2,3",4.0,1.0,"2,3",3.0,3.0,1.0,2.0,3.0,2.0,"1.0,3.0","2.0,3.0","1.0,4.0"
1,1,4,3,6,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,4,1,2,1.0,3.0,2.0,1.0,3.0,1.0,4.0,2.0,2.0,4,2,3,4,1,1,2,4,1,1.0,1.0,2,3.0,4.0,2.0,4.0,2.0,1.0,"3.0,4.0","2.0,4.0","1.0,3.0"
1,1,4,1,9,1,2,1,3,2,2,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,2,3,3,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,1,1,4,2,1,4,1,4,3.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,4,4,3,4,1,1,2,3,"1,2",4.0,1.0,"2,3,4",1.0,3.0,1.0,4.0,3.0,1.0,4.0,2.0,3.0
1,1,4,2,1,1,1,1,2,2,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,2,2,1,1,2,2,4,3,3,1,4,4.0,3.0,4.0,3.0,1.0,1.0,2.0,3.0,1.0,4,2,3,4,1,1,2,3,3,3.0,1.0,"3,4",3.0,4.0,1.0,2.0,3.0,2.0,1.0,"2.0,3.0",2.0
1,1,4,1,3,1,2,2,3,3,3,2,2,3,3,2,2,2,2,1,1,2,3,2,3,3,2,3,3,3,1,3,2,1,3,2,2,1,2,3,3,2,2,2,3,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,3,2,4,2,1.0,2.0,2.0,1.0,2.0,4.0,4.0,3.0,1.0,2,2,3,4,1,"1,2",2,3,1,2.0,1.0,"3,4",4.0,1.0,3.0,4.0,3.0,2.0,"1.0,4.0",2.0,1.0
1,1,4,2,1,1,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,2,2,2,1,2,3,2,2,2,2,2,2,2,3,3,2,2,2,2,2,3,1,2,1,1,1,1,1,1,1,1,3,1,1,1,2,2,1,1,1,2,4.0,2.0,2.0,3.0,4.0,1.0,3.0,1.0,2.0,4,1,3,4,1,1,2,1,"2,3",2.0,1.0,"2,3",4.0,2.0,1.0,1.0,3.0,1.0,"1.0,4.0",1.0,1.0
1,1,4,2,6,1,2,1,3,3,3,2,2,2,1,1,1,2,2,2,1,1,2,1,1,3,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,3,3,1,3,3,1,3,3,1,1,1,2,1,3,3,1,2,4.0,1.0,4.0,4.0,1.0,4.0,3.0,3.0,3.0,4,2,3,4,4,1,2,3,3,2.0,3.0,"2,3",4.0,2.0,4.0,1.0,3.0,1.0,4.0,2.0,4.0
1,1,4,2,3,1,2,1,3,2,3,3,1,2,2,3,1,2,2,1,2,3,1,2,3,1,2,1,2,1,1,1,3,2,3,3,2,1,2,2,3,3,2,1,2,1,3,1,2,2,2,1,1,1,2,1,1,1,4,1,3,1,1,2,4.0,1.0,2.0,4.0,1.0,4.0,4.0,3.0,3.0,2,2,3,4,1,1,2,2,1,2.0,1.0,2,3.0,2.0,3.0,4.0,2.0,3.0,1.0,2.0,1.0
